nwo,name,description,topics,predicted_naics,naics_description,confidence,readme_preview
akyoung626-code/local-tensorflow,local-tensorflow,"A lightweight web app that identifies real-world objects from photos using on-device AI. No backend, no uploads, no API calls — everything runs locally in your browser for complete privacy.",[],54,"Professional, Scientific, Technical Services",0.7866345047950745,"# What's This? - AI Object Identifier

A lightweight web app that identifies real-world objects from photos using on-device AI. No backend, no uploads, no API calls — everything runs locally in your browser for complete privacy.

## Features

- **Image Input**: Upload or capture photos directly from your camera
- **AI Classification**: Uses TensorFlow.js MobileNet for instant object recognition
- **Visual Feedback**: Confidence meter shows prediction accuracy
- **Top Predictions**: View the top "
percy-raskova/marxists.org-rag-db,marxists.org-rag-db,retrieval augmented database project for marxists.org,[],51,Information,0.7866281270980835,"# Marxists Internet Archive RAG Pipeline

**Author/Lead Developer**: Persephone Raskova
**Project Philosophy**: Non-sectarian preservation of Marxist history
**Current Scale**: 50GB (optimized from 200GB - see [ADR-001](docs/adr/ADR-001-corpus-optimization.md))

> **⚠️ OPTIMIZATION UPDATE**: Corpus strategically reduced from 200GB to 50GB for feasibility.
>
> **Key Documents:**
>
> - **[ARCHITECTURE.md](./ARCHITECTURE.md)** - Complete system architecture
> - **[RUNPOD.md](./RUNPOD.md)** - GPU re"
ezmode-games/phantom-zone,phantom-zone,Forms from general ZOD v4 to tan stack forms with rafters and shadcn components.,"[""design-systems"", ""shadcn-ui"", ""tanstack-form"", ""tanstack-query"", ""zod"", ""zod-v4"", ""zod-validation"", ""rafters""]",31-33,Manufacturing,0.786521315574646,"# phantom-zone

Generate type-safe React form components from Zod schemas. Built for [TanStack Form](https://tanstack.com/form) and [Rafters](https://rafters.dev)/[shadcn/ui](https://ui.shadcn.com) components.

## Quick Start

```bash
pnpx phantom-zone@latest generate ./src/schemas/user.ts -s userSchema
```

This reads your Zod schema and generates a complete React form component with:

- Full TypeScript types inferred from your schema
- TanStack Form for state management and validation
- Approp"
gpambrozio/OpenSCAD,OpenSCAD,All my OpenSCAD designs,[],54,"Professional, Scientific, Technical Services",0.7864349484443665,
rkzrb2/shusteri-automation,shusteri-automation,,[],52,Finance and Insurance,0.7863917350769043,"# Shusteri Automation

Система автоматизации генерации документов (Invoice, Specification, Packing List) для компании Shusteri.

## Возможности

- Генерация Invoice (Коммерческий инвойс)
- Генерация Specification (Спецификация)
- Генерация Packing List (Упаковочный лист)
- Поддержка пресетов клиентов
- Автоматическое форматирование документов
- Разделение товаров по категориям длины стельки (≤24см / >24см)

## Установка

1. Установите зависимости:
```bash
pip install -r requirements.txt
```

2. "
marcomarchione/portfolio,portfolio,"Modern portfolio CMS backend built with Bun, Elysia, Drizzle ORM and SQLite",[],52,Finance and Insurance,0.7863402962684631,"# marcomarchione.it

Personal portfolio website with CMS backend, admin panel, and public frontend.

## Tech Stack

| Package | Technology |
|---------|------------|
| **api** | [Bun](https://bun.sh/) + [Elysia](https://elysiajs.com/) + [Drizzle ORM](https://orm.drizzle.team/) + PostgreSQL |
| **admin** | React + Vite + TanStack Query + Tailwind CSS |
| **web** | [Astro](https://astro.build/) + React + Tailwind CSS |
| **shared** | TypeScript types and constants |

## Project Structure

```
pack"
iwasaki-takashi-dev/business-plan-simulator,business-plan-simulator,,[],54,"Professional, Scientific, Technical Services",0.7862778902053833,"# 事業計画シミュレーター

案件ライフタイムを考慮した4年間の事業計画シミュレーションアプリケーション

## 機能

- 3つのシナリオ（ネガティブ・通常・ポジティブ）での事業計画シミュレーション
- リアルタイムでパラメーター調整可能
- 売上推移の可視化（月次・累計）
- 案件ポートフォリオの可視化
- KPIダッシュボード表示

## 技術スタック

- **Framework**: Next.js 14 (App Router)
- **Language**: TypeScript
- **Styling**: Tailwind CSS
- **Charts**: Recharts
- **UI Components**: shadcn/ui
- **Hosting**: Vercel対応

## 開発環境のセットアップ

```bash
# 依存関係のインストール
npm install

# 開発サーバーの起動
npm run dev
```

http://localhost:3000 でアプリケーションにアクセスできます。

## ビルド

```bash
# プロ"
rkrammes/kraft-ai,kraft-ai,Kraft AI - Recipe formulation and iteration application with retro terminal interface,[],31-33,Manufacturing,0.7859898805618286,"# Kraft AI

A modular recipe formulation and iteration platform built with Next.js, TypeScript, and Supabase.

## Quick Start

```bash
# Install dependencies
npm install

# Start development server
npm run dev

# Start with full server management (recommended)
npm run server

# Build for production
npm run build

# Start production server
npm run start
```

## Project Structure

```
kraft-ai/
├── src/                  # Next.js application source
│   ├── app/             # App router pages
│   ├"
tjg1217/leadership-density-simulator,leadership-density-simulator,Strategic business simulator for organizational capacity planning,[],54,"Professional, Scientific, Technical Services",0.7859445214271545,"# Leadership Density Decision Simulator

Strategic business simulator for organizational capacity planning using system dynamics methodology.

## Overview

This simulator models the organizational impact of three leadership hiring strategies over 18 months:

- **Status Quo**: No leadership hires, relies on heroics
- **Systems First Focus**: Distributed hiring (5 total) with high systems push
- **Leadership First Focus**: Front-loaded hiring (9 total) with moderate systems push

## Key Insights

"
mukouyamasouta/6-1_anarogukurafuto,6-1_anarogukurafuto,アナログ・クラフト社向けAI導入提案（課題6-1）,[],71,"Arts, Entertainment, and Recreation",0.7859211564064026,"# 6-1_anarogukurafuto
アナログ・クラフト社向けAI導入提案（課題6-1）
"
artificial-intelligence-first/ssot,ssot,Single Source of Truth for an AI-First,[],54,"Professional, Scientific, Technical Services",0.7858976125717163,"# AI-First SSOT

**Single Source of Truth for AI-First Development**

A centralized repository managing structured knowledge documents optimized for both AI agents and human developers.

[![License: MIT](https://img.shields.io/badge/License-MIT-yellow.svg)](https://opensource.org/licenses/MIT)
[![Documentation](https://img.shields.io/badge/docs-GitHub%20Pages-blue.svg)](https://artificial-intelligence-first.github.io/ssot/)
[![PRs Welcome](https://img.shields.io/badge/PRs-welcome-brightgreen.svg"
xlr8harder/identity-shaping-framework-template,identity-shaping-framework-template,,[],54,"Professional, Scientific, Technical Services",0.7858403325080872,"# Identity Shaping Project

This is a template for the [Identity Shaping Framework](https://github.com/xlr8harder/identity-shaping-framework) (`isf`), an agent-first tool for developing AI identities through prompting, evaluation, and fine-tuning.

## Orientation

**What is this?** A structured template for creating a custom AI identity. You define who the model is, generate training data, and fine-tune a model to embody that identity.

**The `isf` CLI** is the main interface. It's command-line "
ossuminc/sbt-ossuminc,sbt-ossuminc,Some sbt utilities common to ossuminc projects,[],54,"Professional, Scientific, Technical Services",0.7857375741004944,"# sbt-ossuminc

[![Scala.js](https://www.scala-js.org/assets/badges/scalajs-1.20.1.svg)](https://www.scala-js.org)
[![scala-native](https://www.scala-native.org/assets/badges/scala-native-0.5.9.svg)](https://www.scala-native.org)

## Purpose

An sbt plugin that can be used for a wide range of projects. This plugin
is the only requirement for every project at Ossum Inc. and is maintained
by and for that company. However, it is likely quite useful for other
companies because of its modularity and "
hnxxzls/Magiclum-website,Magiclum-website,,[],54,"Professional, Scientific, Technical Services",0.785713255405426,"# Magic-Lum - Landing Page de Alta Conversión

Una landing page profesional optimizada para conversión para Magic-Lum, especialistas en proyección GOBO LED en Chile. Diseñada siguiendo principios de marketing directo y funnel de ventas para maximizar la generación de leads.

## 🎯 Objetivo Principal

**Acción de Conversión:** Solicitar una demostración gratuita de proyección GOBO.

Esta no es una web informativa, sino un funnel de ventas optimizado que guía al usuario hacia una única acción: agen"
jon-the-dev/devops-utilities,devops-utilities,,[],54,"Professional, Scientific, Technical Services",0.7857065200805664,"# DevOps Utilities

A modern Python CLI application providing a collection of utilities for DevOps tasks.

## Features

- **Structured Commands**: Organized command hierarchy with subcommands
- **Logging**: Built-in logging configuration with customizable levels
- **Modern Packaging**: Uses pyproject.toml and follows PEP 517/518
- **Type Hints**: Full type annotations for better IDE support
- **Testing**: Comprehensive test suite with pytest
- **Code Quality**: Pre-configured with black, ruff, a"
lightforgemedia/projects-tasks,projects-tasks,projects-tasks,[],54,"Professional, Scientific, Technical Services",0.7856786847114563,"# projects-tasks — Project & Task Management (store-backed)

This repository ships a **Go SDK** and **CLI** with a built-in store to provide structured project/phase planning, templated tasks, and ready-to-work queues for human or agent contributors.

**Goal:** Provide structured project/task planning (manifests, templates, validation, state machine) on a simple built-in store.

## Quick Start

See `docs/QUICKSTART.md` for a copy-paste “new project” onboarding flow.

## System Shape

- **Data Ba"
effectmoe/instagram-notion-connector,instagram-notion-connector,Instagram投稿をNotionデータベースに自動保存するWebアプリケーション | Web app to automatically save Instagram posts to Notion database,[],51,Information,0.7856780290603638,"# Instagram to Notion Connector

Instagram投稿をNotionデータベースに自動保存するWebアプリケーションです。

## 🌟 特徴

- **2つの取得方法**:
  - 📌 **ユーザーネーム入力**: アカウント名から複数投稿を一括取得（おすすめ）
  - 🔗 **投稿URL指定**: 特定の投稿を1件取得
- **プロフィール情報取得**: フォロワー数、投稿数などのプロフィール情報も保存可能
- **Notion統合**: 投稿内容を自動的にNotionデータベースに保存
- **複数投稿の一括保存**: 最大100件の投稿を一度に取得・保存
- **高度なフィルタリング**: 日付範囲、キャプション、ハッシュタグで絞り込み
- **ダークモード対応**: システム設定に応じた自動切り替え
- **レスポンシブデザイン**: PC・スマートフォン両対応

## 📋 前提条件

- Node.js 18以上
- Instagram MCP Server（ローカルで実行中）
- Notion API Key
- Notionデータベース
"
